STATION_ID,DATE,MONTH,DAY,YEAR,STATION_TYPE,StationLat,StationLong,HUC_08,HUC_10,HUC_12,HUC_14,BIBI_CP,ERMQ,ERMQ_Metals_08,ERMQ_PAH_13,ERMQ_PCB_Total,ERMQ_Pest_02,Met_Total_08,PAH_Total_13,PCB_Total,DDT_Total,PBDE_Total_13,SiltClay,TOC_sediment,Entero_DHEC,FecalColiform_DHEC,NOx_DHEC,TKN_DHEC,TN_SCECAP,TP_DHEC,TP_SCECAP,TOC_Water_DHEC,Chl_a_DHEC
RO00049,6/21/2000,6,21,2000,OpenWater,32.29581,-80.75849,3050208,305020806,30502080607,3050208110010,3,0.001583341,0.004664087,0,0.0006875,0,5.008820057,0,0.123750001,0,,3.176077604,0.064999999,,0,0,0.310000002,0.310000002,0.039999999,0.039999999,2.799999952,5.46
RO00055,8/9/2000,8,9,2000,OpenWater,33.33733,-79.17595,3040208,304020804,30402080402,3040207040020,3.5,0.000857737,0.002573212,0,0,0,6.473999977,0,0,0,,1.768437147,0.055,,4,0,0.330000013,0.330000013,0.039999999,0.039999999,4.599999905,13.8
RO00056,7/11/2000,7,11,2000,OpenWater,32.83794,-79.94722,3050201,305020107,30502010707,3050201050020,2,0.163264439,0.180880696,0.187093601,0.012072222,0.013505946,405.8460083,4442.399902,2.173000097,1.07280004,,98.47976685,4.320000172,,7,0.050000001,0.430000007,0.480000019,0.050000001,0.050000001,3.200000048,5.69
RO00057,8/15/2000,8,15,2000,OpenWater,32.61562,-80.16614,3050206,305020604,30502060404,3050205070040,3.5,0.005135694,0.014239843,0,0,0.004668956,23.82999992,0,0,0.158999994,,7.500394344,0.229999997,,13,0,1.039999962,1.039999962,0.059999999,0.059999999,3.400000095,9.87
RO00058,7/5/2000,7,5,2000,OpenWater,32.49902,-80.82497,3050208,305020806,30502080605,3050208090070,4.5,0.0077193,0.023062762,0,0.000761111,0,23.41970062,0,0.136999995,0,,5.283155441,0.225000001,,0,0.029999999,0.579999983,0.609999955,0.100000001,0.100000001,3.700000048,7.53
RO00059,8/1/2000,8,1,2000,OpenWater,32.17809,-80.77239,3060110,306011003,30601100302,3050208110040,5,0.005180825,0.014889336,0.000203214,0.002583333,0,40.71500015,9.300000191,0.465000004,0,,11.88678551,0.335000008,,2,0,0.340000004,0.340000004,0.059999999,0.059999999,0,6.86
RO01108,7/17/2001,7,17,2001,OpenWater,33.27009,-79.24096,3040207,304020702,30402070208,3040207040040,1.5,0.036535855,0.106557205,0.001432702,0.005777778,0,198.0784607,52.29999924,1.039999962,0,,73.32872009,2.00999999,,0,0.159999996,0.389999986,0.549999952,0.050000001,0.050000001,11,8.96
RO01109,6/27/2001,6,27,2001,OpenWater,32.92346,-79.9302,3050201,305020107,30502010705,3050201050010,3,0.008144461,0.023129174,0.000756863,0.000594444,0,44.24160004,33.54000092,0.107000001,0,,4.818184376,0.215000004,,60,0.093000002,0.330000013,0.423000008,0.052000001,0.052000001,4.099999905,7.12
RO01110,8/22/2001,8,22,2001,OpenWater,32.44857,-80.43067,3050207,305020711,30502071104,3050208010070,2.5,0.006746027,0.020142943,0,0.000761111,0,31.66353989,0,0.136999995,0,,6.735674858,0.109999999,,0,0.024,0,0.024,0.077,0.077,4.400000095,10.5
RO01111,8/14/2001,8,14,2001,OpenWater,32.40533,-80.78914,3050208,305020806,30502080605,3050208090070,4,0.010915663,0.032656711,0,0.000722222,0,28.18000031,0,0.129999995,0,,2.06399703,0.090000004,,0,,0,0.319265395,,0.020511443,3.099999905,3.21
RO01112,7/11/2001,7,11,2001,OpenWater,32.23079,-80.78944,3060110,306011003,30601100304,3050208110020,4.5,0.005463562,0.016390687,0,0,0,27.42569923,0,0,0,,9.715817451,0.129999995,,,,,1.250233889,,0.021037377,2.900000095,7.96
RO01113,7/17/2001,7,17,2001,OpenWater,33.29078,-79.26639,3040207,304020702,30402070208,3040207040030,3.5,0.033989932,0.100858822,0.0004614,0.000733333,0.001078091,194.4942017,19.72999954,0.131999999,0.099399999,,59.85401535,3.264999986,,2,0.200000003,1.100000024,1.300000072,0.109999999,0.109999999,12,37.9
RO01114,7/25/2001,7,25,2001,OpenWater,32.91942,-79.73521,3050201,305020104,30502010401,3050201080010,2.5,0.000437407,0.001214303,0,0.000783333,0,2.069000006,0,0.141000003,0,,1.677985549,0.059999999,,6,0.028999999,0.49000001,0.518999994,,0.01954723,6.900000095,6.28
RO01115,8/22/2001,8,22,2001,OpenWater,32.45101,-80.4725,3050207,305020711,30502071103,3050208100020,2.5,0.005278091,0.015729066,0,0.000841667,0,18.34399986,0,0.151499987,0,,4.848809242,0.124999996,,0,0.078000002,0.159999996,0.238000005,0.109999999,0.109999999,5.599999905,10.5
RO01116,8/21/2001,8,21,2001,OpenWater,32.53382,-80.58137,3050207,305020711,30502071101,3050208010060,2.5,0.000434502,0.00118374,0,0.00155,0,1.030499935,0,0.279000014,0,,2.806775093,0.029999999,,0,0.119999997,0.25999999,0.379999995,0.100000001,0.100000001,7.5,6.21
RO01117,7/11/2001,7,11,2001,OpenWater,32.24375,-80.77832,3060110,306011003,30601100304,3050208110020,5,0.009937078,0.028707145,0.00067944,0,0,61.79050064,23.98999977,0,0,,15.20593643,0.355000004,,,,,0.894614458,,0.03323029,2.700000048,8.46
RO01121,7/17/2001,7,17,2001,OpenWater,33.33272,-79.28662,3040207,304020702,30402070208,3040207040040,5,0.037670653,0.111283019,0.00030784,0.00982963,0,197.235199,10.40499973,1.769333363,0,,78.10081482,7.779999971,,18,0.219999999,0.560000002,0.779999971,0.093999997,0.093999997,13,26.3
RO01122,7/24/2001,7,24,2001,OpenWater,33.1762,-79.28421,3050112,305011204,30501120403,3050112060030,2.5,0.012473376,0.037258111,9.97041E-05,0,0,68.67539978,3.369999886,0,0,,25.70682335,0.814999998,,30,0.030999999,0.50999999,0.541000009,0.039000001,0.039000001,4.900000095,8.32
RO01123,8/14/2001,8,14,2001,OpenWater,32.50039,-80.35751,3050206,305020603,30502060308,3050205060070,5,0.001290543,0.00376885,0,0.000822222,0,4.907999992,0,0.148000002,0,,4.517366409,0.129999995,,0,,0.219999999,0.388105065,,0.009759006,4.199999809,7.14
RO01124,8/21/2001,8,21,2001,OpenWater,32.48871,-80.58211,3050207,305020711,30502071102,3050208100010,4,0.009189907,0.025138797,0.001434842,0.000794444,0,46.72029877,30.8599987,0.143000007,0,,13.74024487,0.439999998,,0,0.109999999,0.280000001,0.389999986,0.119999997,0.119999997,6.900000095,7.35
RO01125,7/11/2001,7,11,2001,OpenWater,32.30929,-80.84986,3050208,305020806,30502080606,3050208090100,3.5,0.031194584,0.092555977,0,0.008222222,0,188.611496,0,1.480000019,0,,62.81039047,2.00999999,,,,,1.43533349,,0.063053697,3.700000048,8.75
RO01129,6/26/2001,6,26,2001,OpenWater,32.75694,-79.88757,3050201,305020107,30502010707,3050202070030,4.5,0.014458292,0.041485295,0.001162819,0,0,81.3852005,31.32999992,0,0,,23.40126991,0.625,,23,0.048,0.230000004,0.277999997,0.057999998,0.057999998,4.099999905,5.96
RO01130,7/2/2001,7,2,2001,OpenWater,33.87242,-78.59882,3040208,304020803,30402080301,3040207020130,3,0.028054336,0.083926901,0,0.001888889,0,165.7057037,0,0.340000004,0,,49.89156342,1.549999952,,201,0.340000004,,0.859557688,0.061999999,0.061999999,12,9.17
RO01131,8/7/2001,8,7,2001,OpenWater,32.63712,-80.25724,3050206,305020604,30502060405,3050205070030,3,0.031652279,0.092531599,0.00124502,0.003216667,0,162.964798,44.56000137,0.578999996,0,,70.04956055,3.569999933,,0,0.057,,0.542934835,,0.017677242,3.400000095,7.24
RO01132,8/15/2001,8,15,2001,OpenWater,32.52053,-80.77885,3050208,305020806,30502080603,3050208090060,3,0.014111903,0.041446786,0.000407713,0.001811111,0,75.72170258,18.13999939,0.326000005,0,,29.73588371,0.849999994,,2,0.026000001,0.330000013,0.356000006,0.071000002,0.071000002,4.699999809,6.62
RO01133,7/31/2001,7,31,2001,OpenWater,32.30325,-80.72738,3050208,305020806,30502080608,3050208090110,3,0.013127707,0.039383121,0,0,0,77.05860138,0,0,0,,20.3543663,0.370000005,,0,,,1.282286644,,0.040555391,2.900000095,10.2
RO01144,8/8/2001,8,8,2001,OpenWater,32.6773,-80.00293,3050202,305020202,30502020205,3050202070010,3.5,0.001169798,0.003607058,0,0.001022222,0,4.180999756,0,0.184,0,,1.478057742,0.045,,2,,0.810000002,0.461199313,,0.026997969,3,6.3
RO01145,8/7/2001,8,7,2001,OpenWater,32.59644,-80.18507,3050206,305020604,30502060404,3050205070040,4,0.007591184,0.022619385,0,0.001233333,0,18.02000046,0,0.222000003,0,,3.035665274,0.200000003,,4,0.032000002,,0.536116958,,0.041066714,2.599999905,7.24
RO01146,7/11/2001,7,11,2001,OpenWater,32.35915,-80.80954,3050208,305020806,30502080607,3050208090090,5,0.011197665,0.035018288,0,0.000416667,0,72.58957672,0,0.075000003,0,,16.03988075,0.310000002,,,,,1.621602058,,0.0345948,3.200000048,7.85
RO01147,7/31/2001,7,31,2001,OpenWater,32.38681,-80.63964,3050208,305020805,30502080503,3050208100050,4,0.008553208,0.025092056,0,0.004540555,0,46.66669846,0,0.817299962,0,,20.83023071,0.520000011,,9,0.037,,,0.066,0.066,4.900000095,12
RO01148,8/2/2001,8,2,2001,OpenWater,32.39712,-80.46185,3050210,305021001,30502100101,3050208100060,3.5,0.016379189,0.047882792,0.000436363,0.001588889,0.001388286,88.76959991,14.47999954,0.286000013,0.128000006,,35.8110466,1.004999995,,0,0.029999999,0.579999983,0.609999955,0.140000001,0.140000001,4.900000095,14.5
RO01161,7/17/2001,7,17,2001,OpenWater,33.31382,-79.28106,3040207,304020702,30402070208,3040207040040,3.5,0.008000454,0.023291819,0.000293309,0,0.00093167,37.16859818,12.27000046,0,0.085900001,,9.447825432,0.579999983,,4,0.209999993,0.50999999,0.719999969,0.077,0.077,11,15.9
RO01162,8/15/2001,8,15,2001,OpenWater,32.87078,-79.86659,3050201,305020104,30502010402,3050201080020,3.5,0.006408776,0.019433139,9.61538E-05,0.000972222,0,28.90655136,3.25,0.174999997,0,,9.613947868,0.314999998,,8,0.023,0.419999987,0.442999989,,0.023783924,5.400000095,7.22
RO01163,8/22/2001,8,22,2001,OpenWater,32.44715,-80.45494,3050207,305020711,30502071104,3050208100060,3.5,0.006445736,0.019227486,0,0.000877778,0,20.60700035,0,0.158000007,0,,3.103895187,0.109999999,,0,0.037999999,0.200000003,0.238000005,0.119999997,0.119999997,5.199999809,11.6
RO01164,7/31/2001,7,31,2001,OpenWater,32.45573,-80.56372,3050207,305020711,30502071103,3050208100020,3.5,0.010684775,0.032073569,0.000119231,0.001283333,0.000855748,61.68500137,4.03000021,0.231000006,0.078900002,,21.96181107,0.489999995,,2,0.086000003,,0.636218548,0.077,0.077,5.599999905,6.01
RO01165,7/10/2001,7,10,2001,OpenWater,32.16461,-80.80172,3060110,306011003,30601100304,3050208110050,4.5,0.009682372,0.029047117,0,0,0,65.43799591,0,0,0,,9.184634209,0.210000001,,0,,,1.1427387,,0.033513714,2.700000048,8.96
RO026001,6/18/2002,6,18,2002,OpenWater,32.5012,-80.50169,3050207,305020711,30502071104,3050208010070,4,0.003784041,0.011352123,0,0,0,8.692609787,0,0,0,,4.147596359,0.114999998,,0,0,0.310000002,0.310000002,0.052000001,0.052000001,4.300000191,5.86
RO026002,8/7/2002,8,7,2002,OpenWater,32.20525,-80.80085,3060110,306011003,30601100301,3050208110030,4,0.006676751,0.019812196,0,0.001744444,0,26.25440025,0,0.31400001,0,,27.11637688,0.484999999,,2,0,0.159999996,0.159999996,0.039999999,0.039999999,3,9.36
RO026003,7/9/2002,7,9,2002,OpenWater,32.4123,-80.68226,3050208,305020805,30502080502,3050208100050,5,0.00858852,0.02430702,0.000511306,0,0.002510665,41.95063019,22.64999962,0,0.085500002,,12.33509159,0.405000001,,4,0.079999998,0.430000007,0.50999999,0.045000002,0.045000002,3.299999952,6.85
RO026004,7/16/2002,7,16,2002,OpenWater,33.12431,-79.26868,3050112,305011203,30501120303,3050112060020,4,0.006150152,0.018450454,0,0,0,25.15085983,0,0,0,,9.027897835,0.390000001,,4,0.027000001,0.400000006,0.427000016,0.041999999,0.041999999,5.400000095,7.93
RO026005,6/18/2002,6,18,2002,OpenWater,32.5055,-80.55633,3050207,305020711,30502071101,3050208010060,4,0.005098943,0.015141061,9.5858E-05,0,0,24.04203987,3.24000001,0,0,,9.019293785,0.355000004,,2,0.02,0.289999992,0.310000002,0.057,0.057,8.100000381,7.8
RO026006,8/21/2002,8,21,2002,OpenWater,32.33804,-80.47536,3050210,305021001,30502100102,3050208100060,5,0.003452326,0.010356979,0,0,0,13.56439018,0,0,0,,4.894245148,0.195,,0,0,0.289999992,0.289999992,0.043000001,0.043000001,3.200000048,6.79
RO026007,6/19/2002,6,19,2002,OpenWater,32.50178,-80.63675,3050207,305020711,30502071102,3050208100010,5,0.007253661,0.021499872,0,0.002088889,0,26.24547005,0,0.375999987,0,,7.244891644,0.359999999,,4,0,0.310000002,0.310000002,0.059999999,0.059999999,4.599999905,7.63
RO026008,7/17/2002,7,17,2002,OpenWater,33.03231,-79.47299,3050209,305020902,30502090202,3050202060010,3.5,0.024044186,0.071927749,0.000126036,0,0,110.425499,4.260000229,0,0,,38.84304047,1.74000001,,2,0,0.379999995,0.379999995,0.054000001,0.054000001,4.400000095,11.7
RO026009,8/6/2002,8,6,2002,OpenWater,32.13219,-80.82913,3060110,306011003,30601100304,3050208110050,5,0.011073226,0.033219676,0,0,0,55.81492996,0,0,0,,5.50389576,0.185000002,,2,0,0,0,0.039000001,0.039000001,3.200000048,9.81
RO026010,7/17/2002,7,17,2002,OpenWater,33.25959,-79.25809,3040207,304020702,30402070208,3040207040040,1.5,0.097086571,0.264314204,0.001610558,0.000367778,0.010218848,748.0195313,57.56999969,0.066200003,0.34799999,,85.29915619,4.795000076,,8,0.02,1,1.019999981,0.180000007,0.180000007,9.399999619,30.8
RO026011,8/6/2002,8,6,2002,OpenWater,32.09641,-80.94844,3060109,306010903,30601090306,3050208140010,4,0.007279009,0.021673085,0.000100888,0,0,32.66640091,3.410000086,0,0,,14.34066391,0.340000004,,0,0.041000001,0.270000011,0.311000019,0.041999999,0.041999999,4.599999905,11.3
RO026012,7/17/2002,7,17,2002,OpenWater,33.35002,-79.27575,3040207,304020702,30402070207,3040207040030,4,0.002966279,0.008376401,0.000321499,0,0,8.26897049,7.420000076,0,0,,4.348909378,0.379999995,,70,0.082000002,0.50999999,0.592000008,0.045000002,0.045000002,10,22.2
RO026013,6/25/2002,6,25,2002,OpenWater,32.60241,-80.2417,3050206,305020604,30502060405,3050205070030,4,0.031032516,0.043266207,0.030069115,0,0.003876115,71.31900024,788.2800293,0,0.131999999,,37.32394791,1.845000029,,13,,,1.208509684,,0.043155842,,7.75
RO026014,8/13/2002,8,13,2002,OpenWater,32.89944,-79.84164,3050201,305020104,30502010402,3050201080020,4,0.008351637,0.02377555,0.000741958,0.000589444,0,55.90789032,29.94499969,0.1061,0,,6.63177681,0.270000011,,0,0,0.300000012,0.300000012,0.037,0.037,5.699999809,11.6
RO026016,7/31/2002,7,31,2002,OpenWater,32.75144,-79.89511,3050201,305020107,30502010707,3050202070030,5,0.023430601,0.017506931,0.032483,0,0,32.8614006,793.1500244,0,0,,9.410853386,0.314999998,,4,0.041000001,0.209999993,0.250999987,0.035,0.035,3.5,5.75
RO026017,7/9/2002,7,9,2002,OpenWater,32.4441,-80.80507,3050208,305020806,30502080605,3050208090070,5,0.004463382,0.012018451,0.000844119,0,0,9.642609596,20.73999977,0,0,,4.875598907,0.140000001,,2,0.02,0.319999993,0.340000004,0.037999999,0.037999999,3.599999905,5.96
RO026018,7/23/2002,7,23,2002,OpenWater,32.28675,-80.71152,3050208,305020806,30502080607,3050208090110,4,0.003079499,0.009238497,0,0,0,5.152430058,0,0,0,,2.259543419,0.039999999,,0,0,0.219999999,0.219999999,0.045000002,0.045000002,3.099999905,5.99
RO026019,8/20/2002,8,20,2002,OpenWater,32.58192,-80.62095,3050207,305020707,30502070706,3050208010060,2.5,0.001226265,0.003678795,0,0,0,1.781110048,0,0,0,,1.452454567,0.069999998,,2,0.150000006,0.860000014,1.00999999,0.082999997,0.082999997,8.5,
RO026020,8/7/2002,8,7,2002,OpenWater,32.2231,-80.78366,3060110,306011003,30601100304,3050208110020,4,0.009693189,0.027134199,0.001762981,0,0,51.89812088,53.33000183,0,0,,13.29080772,0.439999998,,2,0,0.159999996,0.159999996,0.048999999,0.048999999,3.599999905,10.3
RO026021,7/23/2002,7,23,2002,OpenWater,32.38642,-80.84018,3050208,305020806,30502080607,3050208090090,3,0.028370498,0.084289618,0.000505769,0,0,154.9799042,22.43999863,0,0,,78.96852112,2.625,,0,0,0.340000004,0.340000004,0.054000001,0.054000001,3.700000048,6.5
RO026022,7/9/2002,7,9,2002,OpenWater,32.28715,-80.65486,3050208,305020805,30502080503,3050208100050,4,0.002085042,0.006255126,0,0,0,4.845700264,0,0,0,,7.310705185,0.195,,0,0,0.219999999,0.219999999,0.025,0.025,2.5,2.99
RO026023,7/23/2002,7,23,2002,OpenWater,32.30939,-80.80363,3050208,305020806,30502080606,3050208090100,4.5,0.004080828,0.012242483,0,0,0,15.18698025,0,0,0,,12.18873787,0.284999996,,0,0.02,0.379999995,0.400000006,0.059999999,0.059999999,3.400000095,6.58
RO026024,7/16/2002,7,16,2002,OpenWater,33.8739,-78.58598,3040208,304020803,30402080301,3040207020130,3.5,0.001934145,0.004842896,0.000275607,0,0.002046706,5.408440113,11.73999977,0,0.069700003,,4.949608803,0.155000001,,20,0.400000006,0.400000006,0.800000012,0.063000001,0.063000001,6.099999905,13.1
RO026025,6/26/2002,6,26,2002,OpenWater,32.50694,-80.45691,3050207,305020710,30502071003,3050208040020,4.5,0.005393756,0.014719748,0.000262413,0,0.004140396,22.71767998,7.869999886,0,0.141000003,,7.299780369,0.200000003,,4,,,1.647051334,,0.079126842,,7.99
RO026026,7/31/2002,7,31,2002,OpenWater,32.76846,-79.87434,3050201,305020107,30502010707,3050202070020,4.5,0.005922235,0.01735938,0.000250661,0,0,34.69908142,11.25,0,0,,5.163262367,0.185000002,,0,0.024,0.159999996,0.184,0.035,0.035,3.700000048,6.4
RO026027,6/26/2002,6,26,2002,OpenWater,32.49761,-80.44432,3050207,305020710,30502071003,3050208040020,4,0.005222592,0.01621558,0,0,0,25.03749084,0,0,0,,8.1590271,0.219999999,,2,,,1.510045409,,0.051424701,,11.9
RO026028,8/13/2002,8,13,2002,OpenWater,32.86541,-79.961,3050201,305020107,30502010707,3050201050020,2.5,0.030404389,0.043735553,0.024962783,0.014605556,0.021107415,78.03409576,595.3300171,2.628999949,0.907999992,,11.57118893,0.944999993,,70,0.057999998,0.340000004,0.398000002,0.029999999,0.029999999,4.199999809,4.34
RO026029,6/26/2002,6,26,2002,OpenWater,32.61281,-80.40415,3050206,305020603,30502060308,3050205060060,2,0.040412027,0.11712303,0.000720758,0.0011,0.011217241,211.3050995,31.79999924,0.197999999,0.381999999,,85.41202545,4.215000153,,30,,,0.818032622,,0.021504875,,9.97
RO026030,7/31/2002,7,31,2002,OpenWater,32.80832,-79.96541,3050201,305020106,30502010605,3050202040020,3.5,0.121994473,0.291325301,0.049966693,0.000738889,0,532.2105103,1126.5,0.133000001,0,,94.52657318,3.190000057,,27,0,0.519999981,0.519999981,0.109999999,0.109999999,7.800000191,29.8
RO026151,7/10/2002,7,10,2002,OpenWater,32.52328,-80.8439,3050208,305020806,30502080605,3050208090070,3.5,0.003244392,0.009733176,0,0,0,5.372210026,0,0,0,,1.946124673,0.059999999,,2,0.052000001,0.519999981,0.571999967,0.083999999,0.083999999,6,9.2
